time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2018-05-10T00:56:40.740Z,33.47,-116.7458333,-0.09,-0.05,ml,13,143,0.06929,0.37,ci,ci38169752,2018-05-10T01:00:30.343Z,"12km ENE of Aguanga, CA",earthquake,1.06,31.61,0.072,4,automatic,ci,ci
2018-05-10T00:48:48.800Z,33.2343333,-116.7716667,10.88,0.92,ml,36,39,0.01094,0.18,ci,ci38169736,2018-05-10T00:52:24.569Z,"1km SW of Lake Henshaw, CA",earthquake,0.24,0.45,0.148,27,automatic,ci,ci
2018-05-10T00:40:59.970Z,19.3996667,-155.2896667,0.91,1.97,md,21,49,0.01045,0.08,hv,hv70135696,2018-05-10T01:02:38.010Z,"6km WSW of Volcano, Hawaii",earthquake,0.17,0.17,0.118,6,reviewed,hv,hv
2018-05-10T00:39:45.700Z,38.7898331,-122.7883301,1.27,1.73,md,15,134,0.003356,0.04,nc,nc73014206,2018-05-10T04:44:02.527Z,"3km WNW of The Geysers, CA",earthquake,0.28,0.45,0.05,7,automatic,nc,nc
2018-05-10T00:25:38.155Z,62.9763,-151.0873,124.7,1.7,ml,,,,0.34,ak,ak19402822,2018-05-10T00:29:12.112Z,"88km NW of Talkeetna, Alaska",earthquake,,1.1,,,automatic,ak,ak
2018-05-10T00:21:07.930Z,19.3128333,-155.6861667,11.98,1.69,md,18,60,0.04554,0.13,hv,hv70135676,2018-05-10T00:41:48.620Z,"24km SE of Honaunau-Napoopoo, Hawaii",earthquake,0.53,0.47,0.115,12,reviewed,hv,hv
2018-05-10T00:17:45.470Z,38.8301659,-122.8098297,2.12,0.93,md,7,131,0.0209,0.02,nc,nc73014201,2018-05-10T00:19:20.069Z,"8km NW of The Geysers, CA",earthquake,0.97,2.04,0.07,3,automatic,nc,nc
2018-05-10T00:17:30.117Z,60.1497,-140.9071,0,1.4,ml,,,,0.55,ak,ak19402820,2018-05-10T00:20:38.944Z,"85km E of Cape Yakataga, Alaska",earthquake,,0.3,,,automatic,ak,ak
2018-05-10T00:14:04.669Z,66.2862,-157.2294,0.1,1.4,ml,,,,0.8,ak,ak19402817,2018-05-10T00:18:56.061Z,"70km SSW of Kobuk, Alaska",earthquake,,0.3,,,automatic,ak,ak
2018-05-10T00:11:40.210Z,33.5235,-116.452,8.99,0.43,ml,13,117,0.02197,0.1,ci,ci38169712,2018-05-10T00:17:24.448Z,"20km SW of La Quinta, CA",earthquake,0.32,0.47,0.189,6,reviewed,ci,ci
2018-05-09T23:57:05.390Z,38.8146667,-122.8271637,1.07,1.84,md,17,81,0.01391,0.04,nc,nc73014196,2018-05-10T01:35:02.196Z,"7km NW of The Geysers, CA",earthquake,0.22,0.37,0.16,9,automatic,nc,nc
2018-05-09T23:48:28.500Z,34.0451667,-117.2501667,16.11,1.25,ml,41,61,0.06592,0.11,ci,ci38169704,2018-05-10T00:13:41.620Z,"1km ESE of Loma Linda, CA",earthquake,0.16,0.34,0.169,18,reviewed,ci,ci
2018-05-09T23:42:24.060Z,37.1985,-97.7758333,5.98,1.51,ml,10,98,0.04697,0.02,ismpkansas,ismpkansas70245433,2018-05-10T01:27:54.780Z,"23km ENE of Anthony, Kansas",earthquake,0.22,0.55,0.147,14,reviewed,ismp,ismp
2018-05-09T23:41:41.050Z,32.9216667,-116.2626667,13.24,0.78,ml,11,130,0.1375,0.09,ci,ci37186196,2018-05-10T00:09:30.539Z,"27km ENE of Pine Valley, CA",earthquake,0.23,0.72,0.114,7,reviewed,ci,ci
2018-05-09T23:41:24.730Z,32.7748333,-115.5331667,11.78,1.34,ml,13,158,0.07885,0.17,ci,ci38169696,2018-05-10T00:05:57.056Z,"3km ESE of El Centro, CA",earthquake,0.45,0.73,0.279,11,reviewed,ci,ci
2018-05-09T23:31:10.700Z,63.0173,-149.0818,75.5,1.2,ml,,,,0.5,ak,ak19402810,2018-05-10T00:06:42.345Z,"42km S of Cantwell, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2018-05-09T23:30:54.461Z,62.1729,-150.1105,59.8,1.1,ml,,,,0.24,ak,ak19401635,2018-05-10T00:05:00.307Z,"13km W of Y, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2018-05-09T23:26:26.890Z,44.2886,-114.5861,8.33,2.5,ml,,57,0.736,0.91,us,us1000e1pf,2018-05-10T00:05:57.110Z,"37km SW of Challis, Idaho",earthquake,2.9,6.3,0.064,32,reviewed,us,us
2018-05-09T23:25:06.690Z,19.3178329,-155.2106628,5.23,2.11,md,30,88,0.03873,0.2,hv,hv70135601,2018-05-09T23:57:15.803Z,"12km SSE of Volcano, Hawaii",earthquake,0.58,1.02,0.08,16,automatic,hv,hv
2018-05-09T23:21:45.470Z,32.7816667,-115.5303333,11.71,1.68,ml,22,110,0.06225,0.19,ci,ci38169688,2018-05-09T23:59:21.210Z,"3km ESE of El Centro, CA",earthquake,0.4,0.37,0.276,19,reviewed,ci,ci
2018-05-09T23:20:14.050Z,38.7765007,-122.7235031,0.43,0.94,md,11,137,0.005866,0.08,nc,nc73014186,2018-05-10T00:11:01.695Z,"3km W of Anderson Springs, CA",earthquake,0.4,0.48,0.06,4,automatic,nc,nc
2018-05-09T23:18:25.310Z,33.9996667,-116.8033333,12.97,0.76,ml,18,84,0.03559,0.1,ci,ci38169680,2018-05-09T23:39:39.140Z,"9km N of Cabazon, CA",earthquake,0.25,0.62,0.14,12,reviewed,ci,ci
2018-05-09T23:16:28.080Z,19.3748341,-155.0404968,1.81,1.93,md,22,194,0.04266,0.31,hv,hv70135581,2018-05-09T23:19:47.540Z,"15km SSE of Fern Acres, Hawaii",earthquake,0.8,0.95,0.26,9,automatic,hv,hv
2018-05-09T23:15:28.229Z,61.5945,-150.4091,52.4,1.7,ml,,,,0.32,ak,ak19401629,2018-05-09T23:22:03.942Z,"25km WNW of Big Lake, Alaska",earthquake,,0.9,,,automatic,ak,ak
2018-05-09T23:13:38.640Z,33.2318333,-116.7633333,11.77,0.93,ml,30,59,0.1026,0.23,ci,ci38169672,2018-05-09T23:36:59.134Z,"1km S of Lake Henshaw, CA",earthquake,0.35,1.03,0.155,28,reviewed,ci,ci
2018-05-09T23:08:52.171Z,65.0022,-147.3504,6.8,1.2,ml,,,,0.59,ak,ak19401597,2018-05-09T23:12:13.820Z,"24km NNE of Badger, Alaska",earthquake,,0.5,,,automatic,ak,ak
2018-05-09T23:02:35.600Z,33.5966667,-116.6136667,9.79,0.39,ml,19,66,0.01482,0.22,ci,ci38169664,2018-05-09T23:37:11.739Z,"7km NE of Anza, CA",earthquake,0.48,0.63,0.285,10,reviewed,ci,ci
2018-05-09T22:48:33.380Z,19.3388329,-155.1054993,7.59,1.9,md,27,158,0.04513,0.19,hv,hv70135536,2018-05-09T22:51:43.700Z,"17km SE of Volcano, Hawaii",earthquake,0.8,0.51,0.16,9,automatic,hv,hv
2018-05-09T22:44:37.580Z,46.8496667,-121.747,0.39,-0.33,md,3,220,0.02345,0.01,uw,uw61372427,2018-05-10T00:21:28.640Z,"27km NNW of Packwood, Washington",earthquake,0.52,1.43,0.291,2,reviewed,uw,uw
2018-05-09T22:39:41.040Z,46.1983333,-122.1806667,3.32,-0.01,mh,4,146,0.02406,0.03,uw,uw61372417,2018-05-10T00:31:47.570Z,"38km NNE of Amboy, Washington",earthquake,2.46,8.09,,0,reviewed,uw,uw
2018-05-09T22:37:26.520Z,33.3461667,-116.7855,13.96,1.51,ml,48,33,0.065,0.14,ci,ci38169656,2018-05-09T23:00:48.870Z,"7km E of Palomar Observatory, CA",earthquake,0.14,0.35,0.117,25,reviewed,ci,ci
2018-05-09T22:36:52.639Z,65.8702,-156.2339,0,1.5,ml,,,,0.8,ak,ak19400454,2018-05-09T22:42:09.704Z,"119km SSE of Kobuk, Alaska",earthquake,,0.3,,,automatic,ak,ak
2018-05-09T22:27:30.180Z,38.8333321,-122.8776703,1.34,0.53,md,8,105,0.006652,0.04,nc,nc73014171,2018-05-09T22:52:01.829Z,"12km WNW of The Geysers, CA",earthquake,0.4,0.88,0.06,3,automatic,nc,nc
2018-05-09T22:23:41.300Z,33.5261667,-116.5653333,10.3,0.68,ml,29,63,0.04241,0.1,ci,ci38169648,2018-05-09T22:53:40.480Z,"10km ESE of Anza, CA",earthquake,0.16,0.23,0.154,17,reviewed,ci,ci
2018-05-09T22:21:13.090Z,33.5058333,-116.7956667,4.61,0.45,ml,16,97,0.07685,0.07,ci,ci38169632,2018-05-09T22:54:36.750Z,"10km NE of Aguanga, CA",earthquake,0.19,0.33,0.095,5,reviewed,ci,ci
2018-05-09T22:11:37.186Z,63.1749,-149.6169,0,1.3,ml,,,,0.45,ak,ak19400419,2018-05-09T22:14:58.371Z,"41km SW of Cantwell, Alaska",earthquake,,0.5,,,automatic,ak,ak
2018-05-09T22:05:31.370Z,44.3953333,-113.1756667,4.61,1.71,ml,8,147,0.491,0.14,mb,mb80292729,2018-05-09T22:44:20.910Z,"53km WSW of Lima, Montana",earthquake,0.95,3.15,0.243,3,reviewed,mb,mb
2018-05-09T21:53:27.723Z,62.0115,-151.0267,60.9,2.8,ml,,,,0.68,ak,ak19400404,2018-05-09T22:19:27.040Z,"59km WNW of Willow, Alaska",earthquake,,0.5,,,automatic,ak,ak
2018-05-09T21:46:21.960Z,19.3885002,-154.9685059,0.29,2.28,ml,10,259,0.05626,0.16,hv,hv70135381,2018-05-09T21:51:57.350Z,"10km SSW of Leilani Estates, Hawaii",earthquake,0.94,0.37,0.34,3,automatic,hv,hv
2018-05-09T21:42:33.291Z,61.7465,-150.3395,39.6,1.5,ml,,,,0.65,ak,ak19400392,2018-05-09T21:46:02.088Z,"15km W of Willow, Alaska",earthquake,,0.7,,,automatic,ak,ak
2018-05-09T21:39:33.910Z,33.5041667,-116.7976667,4.54,0.35,ml,16,142,0.0792,0.08,ci,ci38169616,2018-05-09T22:14:46.480Z,"9km NE of Aguanga, CA",earthquake,0.2,0.3,0.107,5,reviewed,ci,ci
2018-05-09T21:26:00.310Z,-6.2866,104.9234,60.42,5.3,mww,,53,2.738,1.12,us,us1000e1mn,2018-05-09T21:43:31.040Z,"79km SSW of Padangcermin, Indonesia",earthquake,7.3,5.8,0.071,19,reviewed,us,us
2018-05-09T21:18:31.920Z,33.2378333,-116.7688333,11.54,0.85,ml,30,59,0.109,0.15,ci,ci38169608,2018-05-09T22:09:56.243Z,"1km SW of Lake Henshaw, CA",earthquake,0.21,0.59,0.075,15,reviewed,ci,ci
2018-05-09T21:17:04.010Z,32.7891667,-115.5378333,14.38,2.16,ml,31,67,0.06105,0.28,ci,ci38169600,2018-05-09T22:49:36.611Z,"2km E of El Centro, CA",earthquake,0.45,0.63,0.257,25,reviewed,ci,ci
2018-05-09T21:15:30.450Z,32.7773333,-115.5318333,13.58,1.89,ml,24,71,0.05915,0.25,ci,ci38169592,2018-05-09T22:45:12.323Z,"3km ESE of El Centro, CA",earthquake,0.48,0.67,0.307,23,reviewed,ci,ci
2018-05-09T21:14:05.480Z,32.7735,-115.5401667,16.12,1.78,ml,14,74,0.05117,0.27,ci,ci37186188,2018-05-09T22:40:50.937Z,"2km SE of El Centro, CA",earthquake,0.67,0.77,0.263,29,reviewed,ci,ci
2018-05-09T21:14:03.420Z,32.7826667,-115.5365,13.45,1.85,ml,22,70,0.05827,0.25,ci,ci38169584,2018-05-09T22:41:24.703Z,"2km ESE of El Centro, CA",earthquake,0.49,0.75,0.305,13,reviewed,ci,ci
2018-05-09T21:09:20.520Z,46.4926667,-122.6121667,-0.91,1.16,ml,7,192,0.1884,0.37,uw,uw61372327,2018-05-10T00:36:33.200Z,"24km ESE of Napavine, Washington",explosion,1.73,31.61,0.16,6,reviewed,uw,uw
2018-05-09T21:07:47.770Z,17.5812,-83.3705,10,4.2,mb,,66,5.136,1.4,us,us1000e1m1,2018-05-09T21:46:17.040Z,"62km ENE of Great Swan Island, Honduras",earthquake,2.5,2,0.166,10,reviewed,us,us
2018-05-09T21:02:41.570Z,13.9498,145.7448,92.19,5.3,mb,,57,0.923,1,us,us1000e1lx,2018-05-10T06:22:36.149Z,"62km ESE of Rota, Northern Mariana Islands",earthquake,6,5.8,0.033,299,reviewed,us,us
2018-05-09T21:02:12.510Z,19.3314991,-155.1705017,3.49,1.72,md,27,88,0.04771,0.23,hv,hv70135296,2018-05-09T21:05:24.960Z,"13km SSE of Volcano, Hawaii",earthquake,0.6,1.78,0.14,11,automatic,hv,hv
2018-05-09T21:00:57.440Z,19.2973328,-155.105835,6.89,1.7,md,10,208,0.02475,0.19,hv,hv70135291,2018-05-09T21:04:17.160Z,"20km SE of Volcano, Hawaii",earthquake,1.02,1.65,0.1,3,automatic,hv,hv
2018-05-09T21:00:25.520Z,34.0153333,-116.7938333,13.45,1.47,ml,48,46,0.02291,0.14,ci,ci38169552,2018-05-09T22:26:08.999Z,"11km N of Cabazon, CA",earthquake,0.16,0.35,0.165,21,reviewed,ci,ci
2018-05-09T20:59:40.670Z,38.8166656,-122.7850037,-0.87,0.57,md,7,115,0.004791,0.09,nc,nc73014146,2018-05-09T21:49:02.420Z,"5km NNW of The Geysers, CA",earthquake,0.3,0.87,0.2,3,automatic,nc,nc
2018-05-09T20:59:19.870Z,38.8121681,-122.7861633,-0.09,1.21,md,15,59,0.004416,0.04,nc,nc73014141,2018-05-10T00:04:01.329Z,"5km NNW of The Geysers, CA",earthquake,0.17,0.79,0.02,4,automatic,nc,nc
2018-05-09T20:50:22.120Z,36.166,-120.0291667,8.4,1.72,md,35,181,0.1234,0.08,nc,nc73014126,2018-05-10T01:57:03.307Z,"8km ESE of Huron, CA",earthquake,0.63,0.22,0.164,15,reviewed,nc,nc
2018-05-09T20:36:30.910Z,33.3055,-116.1033333,10.27,1.01,ml,42,52,0.1016,0.21,ci,ci38169528,2018-05-09T20:57:03.388Z,"14km W of Salton City, CA",earthquake,0.26,0.64,0.125,19,reviewed,ci,ci
2018-05-09T20:34:10.624Z,66.5058,-148.7361,0,1.4,ml,,,,0.68,ak,ak19398084,2018-05-09T20:37:48.476Z,"105km SE of Coldfoot, Alaska",earthquake,,0.6,,,automatic,ak,ak
2018-05-09T20:33:50.660Z,46.8345,-121.9751667,6.84,-0.07,md,4,234,0.09265,0.08,uw,uw61372307,2018-05-10T01:02:14.190Z,"22km E of Eatonville, Washington",earthquake,0.86,2.09,0.192,3,reviewed,uw,uw
2018-05-09T20:32:48.820Z,34.1156667,-117.323,16.73,1.41,ml,38,52,0.08705,0.22,ci,ci38169520,2018-05-09T20:58:38.330Z,"3km WSW of San Bernardino, CA",earthquake,0.38,0.69,0.165,30,reviewed,ci,ci
2018-05-09T20:31:51.045Z,61.5483,-140.9563,8.5,0.8,ml,,,,0.58,ak,ak19398083,2018-05-09T23:18:09.625Z,"183km NNE of Cape Yakataga, Alaska",earthquake,,0.7,,,reviewed,ak,ak
2018-05-09T20:19:30.010Z,46.6086667,-122.3598333,12.81,1.41,ml,25,73,0.1846,0.11,uw,uw61372292,2018-05-09T20:30:41.550Z,"8km NW of Morton, Washington",earthquake,0.33,1.75,0.113,21,reviewed,uw,uw
2018-05-09T20:13:53.670Z,38.7946663,-122.7304993,1.28,0.99,md,9,98,0.01124,0.02,nc,nc73014121,2018-05-09T20:33:03.426Z,"3km NE of The Geysers, CA",earthquake,0.3,0.68,0.18,5,automatic,nc,nc
2018-05-09T20:04:40.440Z,19.1535,-155.486,30.92,1.62,md,13,188,0.02266,0.09,hv,hv70135111,2018-05-10T01:06:42.250Z,"5km S of Pahala, Hawaii",earthquake,1.42,1.11,0.076,8,reviewed,hv,hv
2018-05-09T20:03:20.032Z,40.9488,-116.3751,0,1.6,ml,7,113.14,0.033,0.1985,nn,nn00634349,2018-05-10T02:06:01.651Z,"34km NW of Carlin, Nevada",explosion,,0,0.66,5,reviewed,nn,nn
2018-05-09T19:52:10.360Z,33.5098333,-116.4506667,7.26,0.75,ml,23,103,0.02486,0.11,ci,ci38169512,2018-05-09T22:05:37.737Z,"21km ESE of Anza, CA",earthquake,0.21,0.44,0.094,11,reviewed,ci,ci
2018-05-09T19:52:07.000Z,33.9816667,-116.4393333,2.16,0.35,ml,6,96,0.04814,0.11,ci,ci37186180,2018-05-09T22:10:17.040Z,"6km ENE of Desert Hot Springs, CA",earthquake,0.26,0.37,0.138,6,reviewed,ci,ci
2018-05-09T19:48:17.140Z,33.6775,-116.7203333,15.95,0.81,ml,35,79,0.03397,0.17,ci,ci38169496,2018-05-09T20:44:20.250Z,"7km S of Idyllwild, CA",earthquake,0.28,0.4,0.097,12,reviewed,ci,ci
2018-05-09T19:48:08.250Z,33.6816667,-116.7146667,15.86,1.15,ml,31,83,0.02943,0.1,ci,ci38169504,2018-05-09T20:42:11.700Z,"6km S of Idyllwild, CA",earthquake,0.19,0.29,0.142,29,reviewed,ci,ci
2018-05-09T19:47:36.190Z,33.686,-116.7181667,16.66,0.6,ml,31,83,0.02532,0.15,ci,ci38169488,2018-05-09T20:47:58.846Z,"6km S of Idyllwild, CA",earthquake,0.28,0.36,0.052,7,reviewed,ci,ci
2018-05-09T19:44:28.980Z,33.5143333,-116.4648333,7.12,0.58,ml,13,96,0.03392,0.11,ci,ci38169480,2018-05-09T20:28:42.713Z,"20km ESE of Anza, CA",earthquake,0.27,0.48,0.093,9,reviewed,ci,ci
2018-05-09T19:36:20.473Z,63.3674,-145.0983,0,1.3,ml,,,,0.56,ak,ak19398052,2018-05-09T19:39:45.769Z,"56km S of Deltana, Alaska",earthquake,,0.4,,,automatic,ak,ak
2018-05-09T19:24:42.380Z,46.8591667,-121.763,-0.73,0.31,ml,4,102,0.02407,0.04,uw,uw61372232,2018-05-09T20:35:21.030Z,"28km NNW of Packwood, Washington",earthquake,0.9,3.67,0.073,4,reviewed,uw,uw
2018-05-09T19:15:27.492Z,60.305,-151.1141,51.2,1.6,ml,,,,0.5,ak,ak19396923,2018-05-09T19:25:24.437Z,"12km ESE of Cohoe, Alaska",earthquake,,1.2,,,automatic,ak,ak
2018-05-09T19:15:06.550Z,19.4308333,-155.2655,0.01,2.52,ml,15,138,0.004266,0.07,hv,hv70134986,2018-05-09T19:47:10.292Z,"2km W of Volcano, Hawaii",earthquake,0.23,0.11,0.179,5,reviewed,hv,hv
2018-05-09T19:07:46.600Z,19.381834,-155.0204926,-0.67,1.96,md,26,212,0.05369,0.3,hv,hv70134971,2018-05-09T19:11:11.510Z,"14km SW of Leilani Estates, Hawaii",earthquake,1.25,0.31,0.24,10,automatic,hv,hv
2018-05-09T19:02:56.600Z,38.8196678,-122.7991638,2.41,1.18,md,18,76,0.0093,0.03,nc,nc73014116,2018-05-09T22:14:01.635Z,"6km NW of The Geysers, CA",earthquake,0.26,0.44,0.13,5,automatic,nc,nc
2018-05-09T18:57:03.550Z,38.7766685,-122.7310028,1.38,1.17,md,12,150,0.007939,0.04,nc,nc73014111,2018-05-09T21:47:01.408Z,"2km E of The Geysers, CA",earthquake,0.34,0.43,0.15,5,automatic,nc,nc
2018-05-09T18:55:16.140Z,36.1526667,-120.2321667,10.37,1.64,md,34,163,0.1349,0.09,nc,nc73014101,2018-05-10T02:58:14.556Z,"11km E of Coalinga, CA",earthquake,0.34,0.87,0.1,17,reviewed,nc,nc
2018-05-09T18:54:11.040Z,33.5126667,-116.4633333,6.34,0.77,ml,22,98,0.03321,0.11,ci,ci38169456,2018-05-09T20:25:52.655Z,"20km ESE of Anza, CA",earthquake,0.18,0.36,0.133,14,reviewed,ci,ci
2018-05-09T18:54:08.520Z,39.2845,-122.765,8.06,1.56,md,11,96,0.1283,0.08,nc,nc73014106,2018-05-10T03:08:01.993Z,"18km NE of Upper Lake, CA",earthquake,0.34,1.32,0.253,13,reviewed,nc,nc
2018-05-09T18:52:00.370Z,19.3845005,-155.0175018,-0.68,1.88,md,22,214,0.05039,0.3,hv,hv70134936,2018-05-09T18:55:19.930Z,"13km SW of Leilani Estates, Hawaii",earthquake,1.33,0.36,0.25,10,automatic,hv,hv
2018-05-09T18:46:48.654Z,38.3909,-118.9036,10.9,0.8,ml,8,143.1,0.343,0.1146,nn,nn00634332,2018-05-10T02:05:53.028Z,"28km WSW of Hawthorne, Nevada",earthquake,,7.5,0.36,3,reviewed,nn,nn
2018-05-09T18:45:47.210Z,34.0378333,-116.7968333,13.08,1.21,ml,38,59,0.009476,0.12,ci,ci38169448,2018-05-09T20:24:00.210Z,"13km N of Cabazon, CA",earthquake,0.17,0.38,0.15,21,reviewed,ci,ci
2018-05-09T18:37:37.970Z,19.428,-155.2723333,0.11,2.85,ml,11,106,0.004485,0.08,hv,hv70134911,2018-05-09T19:24:39.839Z,"3km W of Volcano, Hawaii",earthquake,0.25,0.14,0.165,9,reviewed,hv,hv
2018-05-09T18:37:21.900Z,19.3968334,-155.260498,-0.22,2.8,ml,8,145,0.005408,0.11,hv,hv70134906,2018-05-10T02:40:00.635Z,"4km SSW of Volcano, Hawaii",earthquake,0.2,0.39,2.6,10,automatic,hv,hv
2018-05-09T18:34:01.390Z,19.4265003,-155.2716675,0.28,2.85,ml,39,45,0.003805,0.17,hv,hv70134901,2018-05-09T18:45:02.661Z,"3km W of Volcano, Hawaii",earthquake,0.24,0.18,2.96,30,automatic,hv,hv
2018-05-09T18:30:30.110Z,36.0803333,-117.8471667,2.51,1.01,ml,12,124,0.03769,0.06,ci,ci38169424,2018-05-09T20:13:12.215Z,"10km ENE of Coso Junction, CA",earthquake,0.2,0.18,0.105,9,reviewed,ci,ci
2018-05-09T18:25:49.260Z,19.4016666,-155.2825012,0.12,2.92,ml,22,69,0.01042,0.11,hv,hv70134881,2018-05-09T18:40:18.319Z,"5km SW of Volcano, Hawaii",earthquake,0.14,0.14,0.41,13,automatic,hv,hv
2018-05-09T18:24:28.416Z,62.2136,-151.2065,100,1.7,ml,,,,0.59,ak,ak19396719,2018-05-09T18:31:32.653Z,"58km WSW of Talkeetna, Alaska",earthquake,,1.1,,,automatic,ak,ak
2018-05-09T18:17:30.290Z,37.6386667,-118.9685,5.19,1.37,md,24,61,0.02205,0.05,nc,nc73014096,2018-05-10T01:58:01.311Z,"1km ENE of Mammoth Lakes, CA",earthquake,0.33,0.59,0.313,22,reviewed,nc,nc
2018-05-09T18:15:57.830Z,35.0536667,-118.347,-0.97,1.3,ml,8,126,0.06308,0.03,ci,ci38169408,2018-05-09T19:37:21.104Z,"13km SE of Tehachapi, CA",quarry blast,0.19,31.61,0.046,3,reviewed,ci,ci
2018-05-09T18:14:15.780Z,38.8084984,-122.8259964,1.95,0.68,md,10,99,0.002513,0.05,nc,nc73014091,2018-05-09T18:31:02.317Z,"7km WNW of The Geysers, CA",earthquake,0.46,0.75,0.12,2,automatic,nc,nc
2018-05-09T18:09:18.850Z,33.068,-114.9813333,-0.17,1.41,ml,6,196,0.09556,0.12,ci,ci38169400,2018-05-09T19:31:32.157Z,"47km NE of Holtville, CA",quarry blast,0.73,31.61,0.331,4,reviewed,ci,ci
2018-05-09T18:06:13.230Z,37.4436667,-118.3811667,9.04,0.83,md,10,123,0.04062,0.06,nc,nc73014086,2018-05-10T02:05:57.387Z,"7km NNE of Dixon Lane-Meadow Creek, CA",earthquake,0.28,0.94,0.255,9,reviewed,nc,nc
2018-05-09T18:05:05.680Z,46.205,-122.192,4.37,0.21,md,8,110,0.03172,0.08,uw,uw61372107,2018-05-09T18:20:12.240Z,"38km NNE of Amboy, Washington",earthquake,0.32,0.92,0.445,5,reviewed,uw,uw
2018-05-09T18:05:04.390Z,33.5131667,-116.7966667,4.98,0.26,ml,12,167,0.07192,0.08,ci,ci38169392,2018-05-09T23:28:28.244Z,"10km NE of Aguanga, CA",earthquake,0.29,0.98,0.107,5,reviewed,ci,ci
2018-05-09T18:04:52.180Z,33.4801667,-116.5491667,5.65,0.2,ml,13,122,0.04663,0.11,ci,ci37186164,2018-05-09T19:28:12.152Z,"14km SE of Anza, CA",earthquake,0.23,0.53,0.182,4,reviewed,ci,ci
2018-05-09T18:00:18.540Z,33.4641667,-116.4603333,7.27,1.22,ml,41,78,0.06578,0.17,ci,ci38169384,2018-05-09T23:27:57.050Z,"22km ESE of Anza, CA",earthquake,0.22,0.55,0.133,23,reviewed,ci,ci
2018-05-09T17:49:43.320Z,36.3949,-116.9435,6.9,0.1,ml,10,180.97,0.264,0.1933,nn,nn00634340,2018-05-10T02:05:54.875Z,"59km SSW of Beatty, Nevada",earthquake,,4.7,0.17,6,reviewed,nn,nn
2018-05-09T17:48:09.030Z,19.4173336,-155.2851715,0.82,1.72,md,16,63,0.001065,0.2,hv,hv70134811,2018-05-09T17:51:21.470Z,"5km WSW of Volcano, Hawaii",earthquake,0.29,0.32,0.08,3,automatic,hv,hv
2018-05-09T17:44:50.930Z,38.8346672,-122.8073349,12.32,0.61,md,5,217,0.01379,0.03,nc,nc73014081,2018-05-09T19:35:02.688Z,"7km W of Cobb, CA",earthquake,3.61,8.37,,1,automatic,nc,nc
2018-05-09T17:28:51.670Z,33.2295,-116.7683333,11.28,1.3,ml,46,47,0.0103,0.21,ci,ci38169376,2018-05-09T18:11:07.040Z,"1km SSW of Lake Henshaw, CA",earthquake,0.25,0.56,0.168,25,reviewed,ci,ci
2018-05-09T17:27:02.404Z,60.2045,-151.9826,77.6,1.7,ml,,,,0.6,ak,ak19395563,2018-05-09T17:31:01.764Z,"41km WSW of Cohoe, Alaska",earthquake,,2.1,,,automatic,ak,ak
2018-05-09T17:23:36.890Z,65.6384,-147.7119,7,1.9,ml,,,,0.73,ak,ak19395556,2018-05-09T17:28:20.528Z,"87km N of College, Alaska",earthquake,,0.2,,,automatic,ak,ak
2018-05-09T17:08:49.930Z,19.3589993,-155.0274963,1.57,1.72,md,14,217,0.06233,0.13,hv,hv70134721,2018-05-09T17:11:51.880Z,"16km SW of Leilani Estates, Hawaii",earthquake,0.81,0.66,0.45,6,automatic,hv,hv
2018-05-09T17:04:29.080Z,33.5256667,-116.5641667,10.55,1.42,ml,27,63,0.04213,0.13,ci,ci38169352,2018-05-09T20:05:20.292Z,"11km ESE of Anza, CA",earthquake,0.22,0.3,0.129,10,reviewed,ci,ci
2018-05-09T17:03:41.150Z,33.5196667,-116.5756667,10.62,2.84,ml,121,24,0.03301,0.18,ci,ci38169344,2018-05-10T05:24:49.201Z,"10km ESE of Anza, CA",earthquake,0.1,0.15,0.157,163,reviewed,ci,ci
2018-05-09T17:03:33.903Z,61.0286,-159.2245,0.1,1.6,ml,,,,0.56,ak,ak19394439,2018-05-09T17:05:31.275Z,"133km SSE of Holy Cross, Alaska",earthquake,,0.5,,,automatic,ak,ak
2018-05-09T17:01:01.910Z,19.433,-154.8945,4.54,2.72,ml,7,231,0.03196,0.08,hv,hv70134706,2018-05-09T20:34:08.330Z,"4km SSE of Leilani Estates, Hawaii",earthquake,1.22,1.11,0.199,9,reviewed,hv,hv
2018-05-09T16:58:16.628Z,64.7373,-148.2572,17.1,2.3,ml,,,,0.68,ak,ak19394422,2018-05-10T00:14:59.579Z,"16km SW of Ester, Alaska",earthquake,,0.1,,,automatic,ak,ak
2018-05-09T16:54:19.100Z,46.2781667,-118.0208333,-0.59,1.77,ml,15,138,0.2511,0.35,uw,uw61372077,2018-05-09T17:50:13.610Z,"6km SW of Dayton, Washington",explosion,0.96,31.61,0.089,12,reviewed,uw,uw
2018-05-09T16:52:43.370Z,46.9053333,-112.7671667,5.56,0.06,md,6,122,0.091,0.06,mb,mb80292699,2018-05-09T17:12:55.910Z,"8km SW of Lincoln, Montana",earthquake,0.33,5.66,0.29,3,reviewed,mb,mb
